Microwave (KitchHeat)	Hall-Toilet door (Toilet)	Hall-Bathroom door (BathroomDoor)	Cups cupboard (Kitchen)	Fridge (KitchStor)	Plates cupboard (Kitchen)	Frontdoor (Outside)	Dishwasher (Kitchen)	ToiletFlush (Toilet)	Freezer (Kitchen)	Pans Cupboard (Kitchen)	Washingmachine (Kitchen)	Groceries Cupboard (KitchStor)	Hall-Bedroom door (SleepDoor)	Microwave (KitchHeat) BEFORE Hall-Toilet door (Toilet)	Microwave (KitchHeat) BEFORE Hall-Bathroom door (BathroomDoor)	Microwave (KitchHeat) BEFORE Cups cupboard (Kitchen)	Microwave (KitchHeat) BEFORE Fridge (KitchStor)	Microwave (KitchHeat) BEFORE Plates cupboard (Kitchen)	Microwave (KitchHeat) BEFORE Frontdoor (Outside)	Microwave (KitchHeat) BEFORE Dishwasher (Kitchen)	Microwave (KitchHeat) BEFORE ToiletFlush (Toilet)	Microwave (KitchHeat) BEFORE Freezer (Kitchen)	Microwave (KitchHeat) BEFORE Pans Cupboard (Kitchen)	Microwave (KitchHeat) BEFORE Washingmachine (Kitchen)	Microwave (KitchHeat) BEFORE Groceries Cupboard (KitchStor)	Microwave (KitchHeat) BEFORE Hall-Bedroom door (SleepDoor)	Hall-Toilet door (Toilet) BEFORE Hall-Bathroom door (BathroomDoor)	Hall-Toilet door (Toilet) BEFORE Cups cupboard (Kitchen)	Hall-Toilet door (Toilet) BEFORE Fridge (KitchStor)	Hall-Toilet door (Toilet) BEFORE Plates cupboard (Kitchen)	Hall-Toilet door (Toilet) BEFORE Frontdoor (Outside)	Hall-Toilet door (Toilet) BEFORE Dishwasher (Kitchen)	Hall-Toilet door (Toilet) BEFORE ToiletFlush (Toilet)	Hall-Toilet door (Toilet) BEFORE Freezer (Kitchen)	Hall-Toilet door (Toilet) BEFORE Pans Cupboard (Kitchen)	Hall-Toilet door (Toilet) BEFORE Washingmachine (Kitchen)	Hall-Toilet door (Toilet) BEFORE Groceries Cupboard (KitchStor)	Hall-Toilet door (Toilet) BEFORE Hall-Bedroom door (SleepDoor)	Hall-Bathroom door (BathroomDoor) BEFORE Cups cupboard (Kitchen)	Hall-Bathroom door (BathroomDoor) BEFORE Fridge (KitchStor)	Hall-Bathroom door (BathroomDoor) BEFORE Plates cupboard (Kitchen)	Hall-Bathroom door (BathroomDoor) BEFORE Frontdoor (Outside)	Hall-Bathroom door (BathroomDoor) BEFORE Dishwasher (Kitchen)	Hall-Bathroom door (BathroomDoor) BEFORE ToiletFlush (Toilet)	Hall-Bathroom door (BathroomDoor) BEFORE Freezer (Kitchen)	Hall-Bathroom door (BathroomDoor) BEFORE Pans Cupboard (Kitchen)	Hall-Bathroom door (BathroomDoor) BEFORE Washingmachine (Kitchen)	Hall-Bathroom door (BathroomDoor) BEFORE Groceries Cupboard (KitchStor)	Hall-Bathroom door (BathroomDoor) BEFORE Hall-Bedroom door (SleepDoor)	Cups cupboard (Kitchen) BEFORE Fridge (KitchStor)	Cups cupboard (Kitchen) BEFORE Plates cupboard (Kitchen)	Cups cupboard (Kitchen) BEFORE Frontdoor (Outside)	Cups cupboard (Kitchen) BEFORE Dishwasher (Kitchen)	Cups cupboard (Kitchen) BEFORE ToiletFlush (Toilet)	Cups cupboard (Kitchen) BEFORE Freezer (Kitchen)	Cups cupboard (Kitchen) BEFORE Pans Cupboard (Kitchen)	Cups cupboard (Kitchen) BEFORE Washingmachine (Kitchen)	Cups cupboard (Kitchen) BEFORE Groceries Cupboard (KitchStor)	Cups cupboard (Kitchen) BEFORE Hall-Bedroom door (SleepDoor)	Fridge (KitchStor) BEFORE Plates cupboard (Kitchen)	Fridge (KitchStor) BEFORE Frontdoor (Outside)	Fridge (KitchStor) BEFORE Dishwasher (Kitchen)	Fridge (KitchStor) BEFORE ToiletFlush (Toilet)	Fridge (KitchStor) BEFORE Freezer (Kitchen)	Fridge (KitchStor) BEFORE Pans Cupboard (Kitchen)	Fridge (KitchStor) BEFORE Washingmachine (Kitchen)	Fridge (KitchStor) BEFORE Groceries Cupboard (KitchStor)	Fridge (KitchStor) BEFORE Hall-Bedroom door (SleepDoor)	Plates cupboard (Kitchen) BEFORE Frontdoor (Outside)	Plates cupboard (Kitchen) BEFORE Dishwasher (Kitchen)	Plates cupboard (Kitchen) BEFORE ToiletFlush (Toilet)	Plates cupboard (Kitchen) BEFORE Freezer (Kitchen)	Plates cupboard (Kitchen) BEFORE Pans Cupboard (Kitchen)	Plates cupboard (Kitchen) BEFORE Washingmachine (Kitchen)	Plates cupboard (Kitchen) BEFORE Groceries Cupboard (KitchStor)	Plates cupboard (Kitchen) BEFORE Hall-Bedroom door (SleepDoor)	Frontdoor (Outside) BEFORE Dishwasher (Kitchen)	Frontdoor (Outside) BEFORE ToiletFlush (Toilet)	Frontdoor (Outside) BEFORE Freezer (Kitchen)	Frontdoor (Outside) BEFORE Pans Cupboard (Kitchen)	Frontdoor (Outside) BEFORE Washingmachine (Kitchen)	Frontdoor (Outside) BEFORE Groceries Cupboard (KitchStor)	Frontdoor (Outside) BEFORE Hall-Bedroom door (SleepDoor)	Dishwasher (Kitchen) BEFORE ToiletFlush (Toilet)	Dishwasher (Kitchen) BEFORE Freezer (Kitchen)	Dishwasher (Kitchen) BEFORE Pans Cupboard (Kitchen)	Dishwasher (Kitchen) BEFORE Washingmachine (Kitchen)	Dishwasher (Kitchen) BEFORE Groceries Cupboard (KitchStor)	Dishwasher (Kitchen) BEFORE Hall-Bedroom door (SleepDoor)	ToiletFlush (Toilet) BEFORE Freezer (Kitchen)	ToiletFlush (Toilet) BEFORE Pans Cupboard (Kitchen)	ToiletFlush (Toilet) BEFORE Washingmachine (Kitchen)	ToiletFlush (Toilet) BEFORE Groceries Cupboard (KitchStor)	ToiletFlush (Toilet) BEFORE Hall-Bedroom door (SleepDoor)	Freezer (Kitchen) BEFORE Pans Cupboard (Kitchen)	Freezer (Kitchen) BEFORE Washingmachine (Kitchen)	Freezer (Kitchen) BEFORE Groceries Cupboard (KitchStor)	Freezer (Kitchen) BEFORE Hall-Bedroom door (SleepDoor)	Pans Cupboard (Kitchen) BEFORE Washingmachine (Kitchen)	Pans Cupboard (Kitchen) BEFORE Groceries Cupboard (KitchStor)	Pans Cupboard (Kitchen) BEFORE Hall-Bedroom door (SleepDoor)	Washingmachine (Kitchen) BEFORE Groceries Cupboard (KitchStor)	Washingmachine (Kitchen) BEFORE Hall-Bedroom door (SleepDoor)	Groceries Cupboard (KitchStor) BEFORE Hall-Bedroom door (SleepDoor)	Toilet BEFORE KitchHeat	Toilet BEFORE SleepDoor	Toilet BEFORE KitchStor	Toilet BEFORE Outside	Toilet BEFORE BathroomDoor	Toilet BEFORE Kitchen	KitchHeat BEFORE SleepDoor	KitchHeat BEFORE KitchStor	KitchHeat BEFORE Outside	KitchHeat BEFORE BathroomDoor	KitchHeat BEFORE Kitchen	SleepDoor BEFORE KitchStor	SleepDoor BEFORE Outside	SleepDoor BEFORE BathroomDoor	SleepDoor BEFORE Kitchen	KitchStor BEFORE Outside	KitchStor BEFORE BathroomDoor	KitchStor BEFORE Kitchen	Outside BEFORE BathroomDoor	Outside BEFORE Kitchen	BathroomDoor BEFORE Kitchen	Activity
c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	d
																																																																																																																														class
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	brush teeth
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	go to bed
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unknown
0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	use toilet
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unknown
1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	prepare breakfast
0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	unknown
0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	take shower
0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unknown
0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	leave house
0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	unknown
0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	use toilet
0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	1	0	0	1	unknown
